refArea,State of public parks - bad ,State of the lighting network - bad,State of the lighting network - acceptable,Observation URI,references,State of the lighting network - good,publisher,State of public parks - good,Town,Existence of public parks - exists ,State of public parks - acceptable ,dataset
https://dbpedia.org/page/North_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qalhat,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qalhat,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qannebet+Salima,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qannebet Salima,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qantara,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Qantara,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qantarat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qantarat Aakkar,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qanya,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qanya,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qaouzah,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qaouzah,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Western_Beqaa_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qaraaoun,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qaraaoun,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qarah+Bach,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qarah Bach,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qardaf,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qardaf,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qarha,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qarha,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qarha+Baalbek,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qarha Baalbek,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qarhaiya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qarhaiya,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qarsaita,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qarsaita,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,1,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qartaba,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qartaba,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Hermel_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qaser,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qaser,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qatrani,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qatrani,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qattineh-Miniyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qattineh-Miniyeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Bsharri_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qaynour,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qaynour,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qaytouleh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qaytouleh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qbaiyat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qbaiyat Aakkar,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Western_Beqaa_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qelaya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qelaya,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,1,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qennabet+Broummana,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qennabet Broummana,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qennarit,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qennarit,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qild+Es+Sabea,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qild Es Sabea,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qlaiaa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qlaiaa,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qlaileh+Harfoush,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qlaileh Harfoush,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Tyre_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qlaileh+Sour,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qlaileh Sour,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qleiaat+Aakkar,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qleiaat Aakkar,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qleiaat+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qleiaat Kesrouane,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qloud+El-Baqieh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qloud El-Baqieh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Aley_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qmatiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qmatiyeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Bsharri_District,1,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qnat,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qnat,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qobbayaa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qobbayaa,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qornayel,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qornayel,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qornet+Aakkar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qornet Aakkar,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qornet+El-Hamra,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qornet El-Hamra,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qortada,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qortada,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qoubber+Chamra,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qoubber Chamra,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qounaitra,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qounaitra,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qoussaya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Qoussaya,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qraine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qraine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qraiyat,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qraiyat,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qraiyeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Qraiyeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qraiyet+Jlayse,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qraiyet Jlayse,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qraiyet+Saida,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qraiyet Saida,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qsaibet+En-Nabatiyeh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qsaibet En-Nabatiyeh,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Qsarnaba,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Qsarnaba,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Raachine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Raachine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/ZahlÃ©_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Raait,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Raait,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rabb+Et-Tlatine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rabb Et-Tlatine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rabieh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rabieh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rachaaine,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rachaaine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rachaf,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rachaf,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Hasbaya_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rachaiya+El-Foukhar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Rachaiya El-Foukhar,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Beqaa_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rachaya+El+Wadi,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rachaya El Wadi,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Beqaa_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rafid+Rachaya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rafid Rachaya,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rahbeh,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rahbeh,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ram,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Ram,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Aley_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ramlieh,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ramlieh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Bint_Jbeil_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ramyet+Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ramyet Bent Jbeil,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ras+Baalbek+Ech-Charqi,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Ras Baalbek Ech-Charqi,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ras+El+Matn,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ras El Matn,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ras+El-Href,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Ras El-Href,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ras+Kifa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Ras Kifa,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/North_Governorate,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Ras+Masqa,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,1,Ras Masqa,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rasha,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rasha,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rashana,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rashana,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Western_Beqaa_District,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rawda+Bekaa,https://impact.cib.gov.lb/home#open_data_section,1,Impact Open Data,0,Rawda Bekaa,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rawda+Village,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rawda Village,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rayfoun,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rayfoun,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/North_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rechdibbine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rechdibbine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Aley_District,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Richmaiya,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Richmaiya,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rihan+Jezzine,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rihan Jezzine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,0,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rihana,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rihana,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Public_Spaces-Rihaniyet+Aakkar,https://impact.cib.gov.lb/home#open_data_section,0,Impact Open Data,0,Rihaniyet Aakkar,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Public_spaces-Lebanon-2023
